,,position,team,matches,wins,draws,loses,scored,missed,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff
EPL,2016,16,Watford,38,11,7,20,40,68,40,36.254557899999995,-3.7454421000000053,33.9710549,52.61801400000001,-15.38198599999999,49.573337,-15.602282099999996,10.864119327607108,9.455931084551523,171,240,40.624900000000004,0.6249000000000038
EPL,2016,17,Burnley,38,11,7,20,39,55,40,35.591733999999995,-3.4082660000000047,31.024714,55.268617,0.268616999999999,51.248535999999994,-20.223822000000002,12.894137089854281,10.13592588789958,174,290,38.3581,-1.6418999999999997
EPL,2016,18,Hull,38,9,7,22,37,80,34,33.839492,-3.160508,31.555987,71.77442400000001,-8.22557599999999,61.879242,-30.323255000000003,15.813960681977466,10.911178505009676,160,326,30.734399999999997,-3.2656000000000027
EPL,2016,19,Middlesbrough,38,5,13,20,27,53,28,30.9301263,3.9301263000000013,29.4077853,55.301359899999994,2.3013598999999942,51.4955189,-22.0877336,11.045008255649467,10.884778386388087,144,320,37.25339999999999,9.253399999999992
EPL,2016,20,Sunderland,38,6,6,26,29,69,24,34.22367999999999,5.2236799999999874,30.4178331,65.66352800000001,-3.3364719999999863,62.618848,-32.2010149,13.279815413641384,8.608607633899872,180,334,32.2426,8.242600000000003
EPL,2017,1,Manchester City,38,32,4,2,106,27,100,91.43414500000002,-14.565854999999985,85.123985,24.511917699999994,-2.4880823000000056,22.989619699999995,62.13436530000001,6.7078121419915675,28.897068288668994,541,96,91.0893,-8.910700000000006
EPL,2017,2,Manchester United,38,25,6,7,68,28,81,59.04341199999999,-8.95658800000001,56.631119,43.540152000000006,15.540152000000006,42.778982000000006,13.852137,10.565642595295738,14.153926099562703,319,243,62.3307,-18.6693
EPL,2017,3,Tottenham,38,23,8,7,74,36,77,68.911894,-5.088105999999996,66.628384,35.859432999999996,-0.14056700000000433,33.476814,33.15157,8.046219158880145,17.19392017025325,339,162,76.0162,-0.9838000000000022
EPL,2017,4,Liverpool,38,21,12,5,84,38,75,77.48511900000001,-6.514880999999988,75.183319,35.751620700000004,-2.2483792999999963,31.1846147,43.9987043,10.410387517267777,23.561771163978104,436,148,79.3848,4.3847999999999985
EPL,2017,5,Chelsea,38,21,7,10,62,38,70,59.160689,-2.839311000000002,56.877219000000004,34.034713700000005,-3.9652862999999954,32.5123747,24.3648443,14.886178192640998,14.098109904535779,373,220,68.45700000000001,-1.5429999999999922
EPL,2017,6,Arsenal,38,19,6,13,74,51,63,72.26933500000001,-1.7306649999999877,68.463486,48.745316,-2.2546839999999975,44.178293,24.285193,9.584708914993932,17.635081011039908,488,203,65.8991,2.8991000000000042
EPL,2017,7,Burnley,38,14,12,12,36,39,54,32.771712,-3.228287999999999,32.771712,52.156891,13.156891000000002,48.351043000000004,-15.579331000000003,14.797303188875773,10.584040244023258,162,305,41.00169999999999,-12.998300000000008
EPL,2017,8,Everton,38,13,10,15,44,58,49,43.707511,-0.29248900000000333,37.50187199999999,55.495771999999995,-2.504228000000005,51.69000299999999,-14.188130999999998,10.952973629356514,11.010696879919056,185,297,47.00149999999999,-1.998500000000007
EPL,2017,9,Leicester,38,12,11,15,56,60,47,50.2887137,-5.711286299999998,45.7217407,49.358723,-10.641277000000002,46.314037,-0.592296299999999,12.774865694759631,10.123776059035317,183,268,55.854700000000015,8.854700000000015
EPL,2017,10,Crystal Palace,38,11,11,16,45,55,44,56.749704,11.749704000000001,49.138176,53.53526899999999,-1.4647310000000076,52.01293299999999,-2.8747570000000016,12.478397437828034,8.617741525018115,247,269,58.034499999999994,14.034499999999994
EPL,2017,11,Bournemouth,38,11,11,16,45,61,44,39.99186,-5.008139999999997,37.708349,64.93249,3.9324900000000014,62.64902,-24.940671000000002,17.059263015965545,9.736076132665064,245,339,37.64039999999999,-6.3596000000000075
EPL,2017,12,Newcastle United,38,12,8,18,39,47,44,44.625608,5.625608,43.86443799999999,52.47236400000001,5.472364000000013,47.75404200000001,-3.8896040000000003,14.17395270888467,8.83467527079099,171,287,46.238000000000014,2.2380000000000138
EPL,2017,13,West Ham,38,10,12,16,48,68,42,36.80133,-11.19867,33.75665299999999,58.36886899999998,-9.631131000000018,53.70596199999999,-19.949309000000003,13.536258654487478,8.8375115523566,173,308,39.25920000000001,-2.740799999999993
EPL,2017,14,Watford,38,11,8,19,44,64,41,45.847429,1.8474289999999982,41.129107,53.981190999999995,-10.018809000000005,49.414176,-8.285069,11.349030609881249,10.876684192218015,232,237,46.6939,5.693899999999999
EPL,2017,15,Brighton,38,9,13,16,34,54,40,37.21441649999999,3.2144164999999916,31.8862345,53.08380100000001,-0.9161989999999918,50.80029900000001,-18.914064500000002,19.517768296666073,12.624331768203337,159,291,40.84720000000001,0.847200000000008
EPL,2017,16,Huddersfield,38,9,10,19,28,58,37,32.1338432,4.133843200000001,30.611543200000003,53.216161,-4.783839,48.502149,-17.8906058,13.613523817938411,10.901830215381901,125,251,36.84320000000001,-0.15679999999998984
EPL,2017,17,Southampton,38,7,15,16,37,56,36,41.880147,4.880147000000001,39.596638,46.555426999999995,-9.444573000000005,45.033091,-5.436453000000001,10.136473716762742,12.386475630244922,225,277,48.715700000000005,12.715700000000005
EPL,2017,18,Stoke,38,7,12,19,35,68,33,36.754259000000005,1.7542590000000047,34.470754,65.54098400000001,-2.459015999999991,61.735175999999996,-27.264421999999996,16.877042179664556,8.427139623303823,189,315,36.1678,3.1677999999999997
EPL,2017,19,Swansea,38,8,9,21,28,56,33,29.7130847,1.7130846999999996,28.9519147,61.833603999999994,5.833603999999994,57.12450099999999,-28.172586300000003,17.52209764775331,11.987337553582778,148,301,32.307100000000005,-0.6928999999999945
EPL,2017,20,West Bromwich Albion,38,6,13,19,31,56,31,35.184401,4.184401000000001,34.423230000000004,48.993914000000004,-7.006085999999996,48.232744,-13.809514,14.579126129001635,9.080831964113832,140,263,42.9637,11.963700000000003
EPL,2018,1,Manchester City,38,32,2,4,95,23,98,93.720559,-1.2794410000000056,90.67587999999999,25.732604100000003,2.732604100000003,22.687925100000005,67.98795489999999,8.526163727355268,30.46811259810453,582,135,90.64059999999999,-7.359400000000008
EPL,2018,2,Liverpool,38,30,7,1,89,22,97,79.45754000000002,-9.542459999999977,74.12936,29.145104999999997,7.145104999999997,28.383936,45.74542399999999,10.959870865746092,22.161375690580364,431,152,83.4541,-13.545900000000003
EPL,2018,3,Chelsea,38,21,9,8,63,39,72,63.968004,0.9680040000000005,60.162158,38.107687000000006,-0.8923129999999944,36.447257,23.714901,10.650182661297576,15.995166726004902,376,188,71.45099999999998,-0.5490000000000208
EPL,2018,4,Tottenham,38,23,2,13,67,39,71,61.746657000000006,-5.253342999999994,58.70202,49.146068,10.146068,45.34022,13.361799999999999,9.90848208787457,17.680093699619132,270,202,61.43999999999999,-9.56000000000001
EPL,2018,5,Arsenal,38,21,7,10,73,51,70,64.795372,-8.204628,60.989521,57.2974875,6.297487500000003,51.9693395,9.020181500000003,10.080325377078491,13.944289085235267,400,253,58.9713,-11.0287
EPL,2018,6,Manchester United,38,19,9,10,65,54,66,68.61749799999998,3.6174979999999834,59.375862000000005,52.30019,-1.6998099999999994,47.733182000000006,11.64268,11.073851102868893,14.433334468656627,313,268,61.85960000000001,-4.1403999999999925
EPL,2018,7,Wolverhampton Wanderers,38,16,9,13,47,46,57,53.058691599999996,6.058691599999996,50.0140156,42.691294,-3.308706000000001,39.646622,10.367393600000002,15.863031190347197,12.292937802483706,184,220,59.91450000000001,2.914500000000011
EPL,2018,8,Everton,38,15,9,14,54,46,54,53.86613399999999,-0.1338660000000118,49.922343999999995,49.3097899,3.3097898999999984,45.3963069,4.5260371,10.259641140308235,10.972068436971487,211,210,55.53779999999999,1.53779999999999
EPL,2018,9,West Ham,38,15,7,16,52,55,52,47.9605279,-4.039472099999998,44.15483690000001,65.662023,10.662023000000005,61.856183,-17.7013461,13.315241395849933,10.406222991286182,261,293,43.7194,-8.2806
EPL,2018,10,Leicester,38,15,7,16,51,48,52,52.114153,1.1141530000000017,46.785979,44.642585000000004,-3.357414999999996,40.83674900000001,5.949230000000002,12.790205225969682,11.480872856407972,205,253,56.2378,4.2378
EPL,2018,11,Watford,38,14,8,16,52,59,50,51.73354600000001,-0.26645399999998887,50.972376000000004,63.291171,4.2911709999999985,59.48532300000001,-8.512947,12.497500664608387,10.361421707280272,275,264,46.0015,-3.9985
EPL,2018,12,Crystal Palace,38,14,7,17,51,53,49,50.642165999999996,-0.357834000000004,42.269351,52.80428500000001,-0.19571499999999276,48.998432,-6.729081000000002,15.408263149673393,9.201229984572498,256,261,51.92549999999999,2.9254999999999924
EPL,2018,13,Newcastle United,38,12,9,17,42,48,45,39.9106505,-2.0893494999999973,37.6271415,57.545492,9.545492000000003,52.978485,-15.3513435,14.721739818393583,10.545337655498406,178,305,39.2231,-5.776899999999998
EPL,2018,14,Bournemouth,38,13,6,19,56,70,45,58.812899,2.8128990000000016,51.96237899999999,62.423162,-7.576838000000002,58.617413000000006,-6.655034000000003,17.27589757710997,10.752280518848501,280,313,51.4947,6.494700000000002
EPL,2018,15,Burnley,38,11,7,20,45,68,40,44.74121590000001,-0.25878409999999263,43.218915900000006,66.122065,-1.8779349999999937,63.838595000000005,-20.619679100000003,14.485418849050815,10.630246321421213,193,315,41.9982,1.998199999999997
EPL,2018,16,Southampton,38,9,12,17,45,65,39,49.671325,4.671325000000003,45.86548,59.27171400000001,-5.72828599999999,56.988214000000006,-11.122734000000001,12.041886370515885,10.886729318778977,206,300,45.1075,6.107500000000002
EPL,2018,17,Brighton,38,9,9,20,35,60,36,37.02786799999999,2.027867999999991,32.460844,62.462145,2.4621449999999996,54.850534,-22.38969,15.008271843371107,11.455870375765915,153,321,36.186,0.18599999999999994
EPL,2018,18,Cardiff,38,10,4,24,34,69,34,41.76972659999999,7.769726599999991,38.725067599999996,66.503167,-2.496832999999995,61.17497600000001,-22.4499084,18.462972720768516,6.019176202017512,143,357,37.44920000000001,3.449200000000012
EPL,2018,19,Fulham,38,7,5,26,34,81,26,42.621863999999995,8.621863999999995,40.338362,73.58661,-7.413390000000007,68.25855999999999,-27.920198,16.566611432665667,12.02167746126583,171,335,33.6044,7.604399999999998
EPL,2018,20,Huddersfield,38,3,7,28,22,76,16,29.002263000000003,7.002263000000003,28.241098,67.194016,-8.805983999999995,61.104739,-32.863641,12.825775161703007,11.01288846175696,133,276,29.610599999999998,13.610599999999998
EPL,2019,1,Liverpool,38,32,3,3,85,33,99,75.19337,-9.806629999999998,71.38752,39.572898200000004,6.5728982000000045,38.811728200000005,32.575791800000005,8.607605324816856,24.73821177122079,429,145,74.27839999999999,-24.72160000000001
EPL,2019,2,Manchester City,38,26,3,9,102,35,81,102.205233,0.20523300000000688,93.53302600000002,36.997629,1.9976290000000034,34.714123,58.818903000000006,9.314521145844106,25.488707363148187,547,135,86.75639999999997,5.756399999999971
EPL,2019,3,Manchester United,38,18,12,8,66,36,66,66.186663,0.1866629999999958,55.530384,38.059164,2.0591640000000027,35.775659000000005,19.754725,10.469858442645348,12.809706836989786,290,178,70.99170000000001,4.991700000000009
EPL,2019,4,Chelsea,38,20,6,12,69,54,66,76.227787,7.227787000000006,70.89959900000002,41.0882999,-12.911700099999997,39.5659679,31.3336311,9.688095674534623,16.61028638744759,326,169,73.4872,7.487200000000001
EPL,2019,5,Leicester,38,18,8,12,67,41,62,61.01716470000001,-5.982835299999991,55.673934700000004,47.894043,6.8940430000000035,40.282434,15.3915007,9.118037457670225,14.196062005440186,293,203,61.1553,-0.8447000000000031
EPL,2019,6,Tottenham,38,16,11,11,61,47,59,49.021302999999996,-11.978697000000004,45.832640000000005,54.127111,7.127110999999999,48.798972,-2.9663320000000004,12.802596442319034,11.162358645609947,224,264,49.2646,-9.735399999999998
EPL,2019,7,Wolverhampton Wanderers,38,15,14,9,51,40,59,54.223981,3.223981000000002,51.179312,37.389273900000006,-2.6107260999999937,34.9610539,16.2182581,14.661360314835454,11.554359660360477,172,193,63.821299999999994,4.821299999999994
EPL,2019,8,Arsenal,38,14,14,10,56,48,56,50.822218,-5.1777820000000006,48.538798,57.252266000000006,9.252266000000006,51.00759600000001,-2.4687980000000005,12.3676535902978,12.98809383353402,265,253,50.1471,-5.852899999999998
EPL,2019,9,Burnley,38,15,9,14,43,50,54,49.3468938,6.346893799999997,47.06338279999999,53.839223,3.839222999999997,50.01831,-2.9549271999999984,13.252874445668544,10.472002962455784,145,263,49.5405,-4.4594999999999985
EPL,2019,10,Sheffield United,38,14,12,12,39,39,54,45.81162100000001,6.8116210000000095,45.05045100000001,52.04245699999999,13.042456999999992,49.75894499999999,-4.708494000000001,15.052348481236344,12.548963064165934,198,231,49.34109999999999,-4.65890000000001
EPL,2019,11,Southampton,38,15,7,16,51,60,52,56.496626000000006,5.496626000000006,52.535483000000006,56.59257300000001,-3.4074269999999913,53.547914000000006,-1.0124310000000012,8.770105439845212,11.179210807205076,230,249,56.8654,4.865400000000001
EPL,2019,12,Everton,38,13,10,15,44,56,49,53.710142999999995,9.710142999999995,52.948975999999995,49.211622,-6.788378000000002,46.167030999999994,6.781945,10.840476016719643,10.87835861384237,203,215,55.77609999999999,6.7760999999999925
EPL,2019,13,Newcastle United,38,11,11,16,38,58,44,36.49173700000001,-1.5082629999999924,35.730567,67.02935099999999,9.029350999999991,65.50701099999999,-29.776443999999998,21.89675207429297,7.863314414606842,132,344,31.917299999999997,-12.082700000000003
EPL,2019,14,Crystal Palace,38,11,10,17,31,50,43,34.447955500000006,3.447955500000006,32.1644455,57.39223700000001,7.392237000000009,56.631067,-24.466621500000002,15.315904463470106,8.344128736599938,225,281,38.263000000000005,-4.736999999999995
EPL,2019,15,Brighton,38,9,14,15,39,54,41,47.424061000000016,8.424061000000016,45.90173000000001,60.415848999999994,6.415848999999994,58.893508999999995,-12.991779,11.49976194050647,13.54768290233092,242,264,48.0241,7.024099999999997
EPL,2019,16,West Ham,38,10,9,19,49,62,39,49.0691132,0.06911319999999677,46.0244362,68.323322,6.3233220000000046,63.756339,-17.7319028,14.387997071634642,10.82678511549048,217,308,38.7474,-0.25260000000000105
EPL,2019,17,Aston Villa,38,9,8,21,41,67,35,45.08898899999999,4.088988999999991,42.652500999999994,71.595382,4.595382000000001,66.884367,-24.231866,13.377096390596154,8.178343893448428,186,343,37.22690000000001,2.2269000000000077
EPL,2019,18,Watford,38,8,10,20,36,64,34,48.562636999999995,12.562636999999995,42.473274999999994,59.52811300000001,-4.471886999999988,52.522923000000006,-10.049648,13.531828210003479,10.267281506106947,227,259,47.8737,13.8737
EPL,2019,19,Bournemouth,38,9,7,22,40,65,34,44.6710449,4.671044899999998,41.62645890000001,63.29434499999999,-1.7056550000000072,58.72733699999999,-17.1008781,14.2407198503319,9.699333656262935,210,326,39.197900000000004,5.197900000000004
EPL,2019,20,Norwich,38,5,6,27,26,75,21,37.2341749,11.2341749,35.711833899999995,71.60755700000001,-3.392442999999986,66.126467,-30.414633099999996,14.340708968158873,10.183109569161134,207,345,33.12230000000001,12.12230000000001
EPL,2020,1,Manchester City,38,27,5,6,83,32,86,77.71521800000001,-5.284781999999993,70.86470400000002,30.613274099999998,-1.3867259000000018,22.8165561,48.048147900000004,10.805757447752335,23.73290922998813,405,150,83.38159999999999,-2.6184000000000083
EPL,2020,2,Manchester United,38,21,11,6,73,44,74,63.17223699999999,-9.827763000000012,54.799459,41.917999,-2.082000999999998,38.87337,15.926088999999996,11.847722588382783,13.834088182513403,339,186,65.6364,-8.363600000000005
EPL,2020,3,Liverpool,38,20,9,9,68,42,69,72.207518,4.207517999999993,67.640508,47.30458800000001,5.30458800000001,41.21524200000001,26.425266,9.602917190067485,20.929723441009628,458,144,68.7981,-0.20189999999999486
EPL,2020,4,Chelsea,38,19,10,9,58,36,67,68.655594,10.655593999999994,61.043974000000006,30.904465,-5.095535000000002,27.859784000000005,33.18419,10.09355009674777,19.13879687594312,337,179,77.4102,10.410200000000003
EPL,2020,5,Leicester,38,20,6,12,68,50,66,58.800116,-9.199883999999997,49.666092,47.0650327,-2.9349672999999967,44.0203537,5.6457383,11.193326158388135,15.368604593228916,237,209,59.74900000000001,-6.250999999999991
EPL,2020,6,West Ham,38,19,8,11,62,47,65,60.338271000000006,-1.661728999999994,57.132841000000006,49.862080000000006,2.862080000000006,46.056242999999995,11.076598000000004,17.568822308987357,11.95903752736316,172,286,59.1827,-5.817300000000003
EPL,2020,7,Tottenham,38,18,8,12,68,45,62,56.67627900000001,-11.323720999999992,52.87045099999999,52.55146,7.551459999999999,44.93976299999999,7.930687999999998,12.010992593297033,12.84209812890841,193,293,53.9769,-8.0231
EPL,2020,8,Arsenal,38,18,7,13,55,39,61,52.24738099999999,-2.75261900000001,47.680361999999995,43.23228499999999,4.23228499999999,40.9488517,6.731510299999999,14.575611922212659,17.822968200255158,292,203,58.7177,-2.2822999999999993
EPL,2020,9,Leeds,38,18,5,15,62,54,59,59.258638000000005,-2.741361999999995,56.213962,63.021956999999986,9.021956999999986,56.010729,0.20323299999999933,7.641164831528909,13.805383267459469,305,283,51.809799999999996,-7.190200000000004
EPL,2020,10,Everton,38,17,8,13,47,48,59,49.237118,2.2371180000000024,45.417669999999994,50.164161,2.164161,47.119485000000005,-1.7018150000000003,15.32935094698782,13.129907557317472,207,270,50.7233,-8.276699999999998
EPL,2020,11,Aston Villa,38,16,7,15,55,46,55,56.715489,1.715488999999998,52.148472000000005,53.252556199999994,7.252556199999994,48.6855926,3.4628793999999994,11.674771994753542,9.84803229844312,274,312,54.06,-0.9399999999999977
EPL,2020,12,Wolverhampton Wanderers,38,12,9,17,36,52,45,38.61903800000001,2.6190380000000104,35.57436900000001,52.19414400000001,0.19414400000000853,46.10480900000001,-10.53044,17.533277805470377,12.916134404504064,139,270,44.257799999999996,-0.742200000000004
EPL,2020,13,Newcastle United,38,12,9,17,46,62,45,43.95918800000001,-2.0408119999999883,38.45958999999999,60.023647999999994,-1.9763520000000057,56.217828999999995,-17.758239,21.08492114020742,9.006197548060825,138,322,42.65110000000001,-2.3488999999999933
EPL,2020,14,Crystal Palace,38,12,8,18,41,66,44,35.2866084,-5.713391600000001,32.2419274,61.903947,-4.096052999999998,58.859275,-26.617347599999995,18.611087222638034,8.04803889095413,201,272,37.948499999999996,-6.051500000000004
EPL,2020,15,Southampton,38,12,7,19,47,68,43,45.28456800000001,-1.7154319999999927,40.71755300000001,58.548460999999996,-9.451539000000004,51.69792799999999,-10.980374999999999,10.342312514631539,11.197521390520542,222,275,44.173,1.1730000000000018
EPL,2020,16,Brighton,38,9,14,15,40,46,41,53.819027999999996,13.819027999999996,46.968638999999996,39.906692,-6.093308,34.578507,12.390132,11.007753708996958,14.794132891426807,311,208,61.4067,20.4067
EPL,2020,17,Burnley,38,10,9,19,33,55,39,38.1279285,5.127928500000003,35.84441350000001,59.056712999999995,4.056712999999995,56.773208,-20.9287945,14.307516431986746,10.389958675266584,233,332,38.1024,-0.8975999999999971
EPL,2020,18,Fulham,38,5,13,20,27,53,28,41.055308999999994,14.055308999999994,36.488306699999995,57.6358378,4.635837799999997,52.307657799999994,-15.819351099999997,13.558030336548564,11.860154795060236,224,227,42.4183,14.418300000000002
EPL,2020,19,West Bromwich Albion,38,5,11,22,35,76,26,34.9712902,-0.02870980000000145,31.926621200000003,74.03887199999998,-1.9611280000000164,65.66607599999999,-33.739454800000004,18.053677452094043,8.570448061831867,164,343,29.592600000000004,3.5926000000000045
EPL,2020,20,Sheffield United,38,7,2,29,20,63,23,33.159176699999996,13.159176699999996,30.1144991,66.10782100000002,3.1078210000000155,63.063154000000004,-32.9486549,15.23746279664552,12.885891528269992,198,285,29.918899999999997,6.918899999999997
Bundesliga,2016,1,Bayern Munich,34,25,7,2,89,22,82,73.90858900000002,-15.09141099999998,70.119949,27.042341,5.042341,24.769011000000003,45.350938,6.467687757640242,21.219964094030342,433,133,73.7622,-8.237799999999993
Bundesliga,2016,2,RasenBallsport Leipzig,34,20,7,7,66,39,67,55.0917263,-10.908273700000002,52.06061629999999,40.063821999999995,1.0638219999999947,36.27493,15.785686299999995,7.325248821705507,9.438418607899903,251,171,59.537,-7.463000000000001
Bundesliga,2016,3,Borussia Dortmund,34,18,10,6,72,40,64,74.908462,2.908462,69.604012,34.60547830000001,-5.394521699999991,33.0900843,36.5139277,7.852328112641171,13.933248506412426,316,163,68.05699999999999,4.056999999999988
Bundesliga,2016,4,Hoffenheim,34,16,14,4,64,37,62,54.503884000000006,-9.496115999999994,50.71517000000001,41.442142,4.442141999999997,39.039029,11.676141,9.419683779226414,11.5342576141106,186,212,55.44290000000001,-6.557099999999991
Bundesliga,2016,5,Hertha Berlin,34,15,4,15,43,47,49,38.150166999999996,-4.849833000000004,34.361354999999996,49.387267,2.3872670000000014,45.598456999999996,-11.237102,11.780293269051718,11.480841554656866,166,237,40.404700000000005,-8.595299999999995
Bundesliga,2016,6,FC Cologne,34,12,13,9,51,42,49,45.335524,-5.6644760000000005,42.304655,41.274053,-0.7259469999999979,38.242945,4.061709999999997,12.653170458887526,8.410501569013014,137,243,48.753800000000005,-0.24619999999999465
Bundesliga,2016,7,Freiburg,34,14,6,14,42,60,48,39.41105,-2.588949999999997,33.219049,54.620834,-5.379165999999998,50.074434,-16.855385,13.263204901609454,9.666809592426901,186,232,39.138099999999994,-8.861900000000006
Bundesliga,2016,8,Werder Bremen,34,13,6,15,61,64,45,42.99272,-18.00728,38.446054000000004,60.546285,-3.4537150000000025,52.96876,-14.522706000000001,13.044259385183484,7.620510598785328,213,236,38.8217,-6.1783
Bundesliga,2016,9,Borussia M.Gladbach,34,12,9,13,45,49,45,45.821755,0.8217550000000031,42.778103,44.438666,-4.561334000000002,40.649774,2.1283290000000017,11.283653801335863,12.481378067136342,211,218,47.31390000000001,2.313900000000011
Bundesliga,2016,10,Schalke 04,34,11,10,13,45,40,43,44.857644,-0.14235599999999948,41.82369,43.870803,3.870803000000002,36.205817,5.6178729999999995,9.253571015098235,10.940175942132933,182,211,46.365300000000005,3.365300000000005
Bundesliga,2016,11,Eintracht Frankfurt,34,11,9,14,36,43,42,43.590541,7.590541000000002,39.01461499999999,38.3329,-4.667099999999998,35.30179699999999,3.7128180000000004,8.079183165759172,10.2841845284244,171,164,50.6843,8.6843
Bundesliga,2016,12,Bayer Leverkusen,34,11,8,15,53,55,41,53.104216,0.10421600000000097,46.284537,50.380264000000004,-4.619735999999996,48.10692399999999,-1.8223869999999986,8.118763344438092,9.692457441748335,287,173,49.63369999999999,8.63369999999999
Bundesliga,2016,13,Augsburg,34,9,11,14,35,51,38,33.88275,-1.1172499999999985,30.851640999999997,52.26188500000001,1.2618850000000066,48.47299900000001,-17.621358,11.783889089843663,8.127520443504764,100,248,34.805099999999996,-3.194900000000004
Bundesliga,2016,14,Hamburger SV,34,10,8,16,33,61,38,31.914013,-1.0859869999999994,30.311258999999996,57.140191,-3.8598089999999985,51.065757,-20.754498,9.26465885661896,6.278069029794092,164,215,31.5102,-6.489799999999999
Bundesliga,2016,15,Mainz 05,34,10,7,17,44,55,37,42.363530000000004,-1.6364699999999957,37.059098,43.231438,-11.768562000000003,40.200331,-3.1412329999999997,8.978062600508746,7.412323811428691,164,189,46.4748,9.474800000000002
Bundesliga,2016,16,Wolfsburg,34,10,7,17,34,52,37,44.465999,10.465998999999996,42.19266999999999,46.851829,-5.148170999999998,43.062941,-0.8702710000000002,12.42098010814292,10.940054561506715,168,174,46.379,9.378999999999998
Bundesliga,2016,17,Ingolstadt,34,8,8,18,36,57,32,44.51090200000001,8.510902000000009,38.448692,49.189039,-7.810960999999999,43.097564999999996,-4.648873,8.215791591426045,7.226474434645627,224,177,42.537,10.536999999999999
Bundesliga,2016,18,Darmstadt,34,7,4,23,28,63,25,33.906823,5.906823000000003,28.602392000000002,68.041058,5.041058000000007,61.976001999999994,-33.37361,14.510748772645046,7.027988434104969,129,292,26.4719,1.4719000000000015
Bundesliga,2017,1,Bayern Munich,34,27,3,4,92,28,84,76.54890499999999,-15.45109500000001,70.486685,30.63783501,2.63783501,27.321371010000004,43.16531399,8.482018588084465,22.416086722169087,375,117,73.51970000000001,-10.480299999999986
Bundesliga,2017,2,Schalke 04,34,18,9,7,53,37,63,46.829516,-6.170484000000002,39.251743999999995,39.41934870000001,2.4193487000000076,34.8604377,4.3913063,9.815007985403682,9.419936218489811,150,168,51.694700000000005,-11.305299999999995
Bundesliga,2017,3,Bayer Leverkusen,34,15,10,9,58,44,55,56.982825999999996,-1.0171740000000042,53.193926999999995,36.92152300000001,-7.078476999999992,32.374942000000004,20.818985,9.635306365632232,11.064621769666365,274,171,61.5385,6.538499999999999
Bundesliga,2017,4,Hoffenheim,34,15,10,9,66,48,55,50.71606,-15.283940000000001,46.78333299999999,45.195158,-2.8048420000000007,42.164045,4.619287999999999,11.712857246548195,11.589915240816948,251,202,49.8554,-5.144599999999997
Bundesliga,2017,5,Borussia Dortmund,34,15,10,9,64,47,55,66.097937,2.0979370000000017,61.551266999999996,40.855982,-6.144018000000003,38.582642,22.968625,8.524170258204336,15.415998507690821,289,172,63.1557,8.155700000000003
Bundesliga,2017,6,RasenBallsport Leipzig,34,15,8,11,57,53,53,51.422302,-5.577697999999998,47.633493,47.422263,-5.577736999999999,43.633384,4.000109,8.640599019390994,9.876323803943286,259,183,48.4744,-4.525599999999997
Bundesliga,2017,7,VfB Stuttgart,34,15,6,13,36,36,51,37.91217199999999,1.912171999999991,35.638844999999996,39.350573,3.350572999999997,34.803906,0.8349390000000003,12.531421540324896,11.286631499898201,148,204,46.6683,-4.331699999999998
Bundesliga,2017,8,Eintracht Frankfurt,34,14,7,13,45,45,49,41.059284,-3.940716000000002,39.543732,40.908612,-4.091388000000002,38.635284000000006,0.9084480000000013,9.628260788595746,10.06902952794825,193,160,47.192699999999995,-1.807300000000005
Bundesliga,2017,9,Borussia M.Gladbach,34,13,8,13,47,52,47,51.247335,4.247335,45.943067,52.088752,0.0887519999999995,49.057635000000005,-3.114568000000002,12.05473187718202,12.08167056322067,209,250,48.9304,1.9303999999999988
Bundesliga,2017,10,Hertha Berlin,34,10,13,11,43,46,43,38.57518449999999,-4.424815500000008,34.78630149999999,44.714014999999996,-1.2859850000000037,39.409576,-4.623274499999999,12.663579309677829,10.4250071601872,115,227,41.890499999999996,-1.1095000000000041
Bundesliga,2017,11,Werder Bremen,34,10,12,12,37,40,42,38.508370000000006,1.5083700000000064,38.508370000000006,43.465298,3.465297999999997,40.251510999999994,-1.743141,12.121320787938053,10.278130960859837,186,195,42.6959,0.6959000000000017
Bundesliga,2017,12,Augsburg,34,10,11,13,43,46,41,42.262212000000005,-0.7377879999999948,39.231112,40.81558,-5.184420000000003,38.542249999999996,0.6888620000000008,10.598276704984421,9.517158533155314,154,228,45.8975,4.897500000000001
Bundesliga,2017,13,Hannover 96,34,10,9,15,44,54,39,41.218369,-2.7816309999999973,37.28787500000001,54.362708,0.3627079999999978,51.33167799999999,-14.043803,11.094258493844293,8.561662271706677,174,224,39.5837,0.5837000000000003
Bundesliga,2017,14,Mainz 05,34,9,9,16,38,52,36,31.646729999999998,-6.353270000000002,28.615612,45.179641999999994,-6.820358000000006,39.875211,-11.259599,10.78146320483375,7.893671691508704,147,223,37.9186,1.9185999999999979
Bundesliga,2017,15,Freiburg,34,8,12,14,32,56,36,36.982344999999995,4.982344999999995,29.404562999999996,45.660264999999995,-10.339735000000005,41.871366,-12.466803,13.677984209734353,9.28863191266408,165,204,40.820299999999996,4.820299999999996
Bundesliga,2017,16,Wolfsburg,34,6,15,13,36,48,33,32.1054943,-3.8945057000000034,27.363924300000004,49.43015900000001,1.4301590000000104,42.46206300000001,-15.0981387,14.019682026347041,10.214229415104297,139,237,34.799699999999994,1.7996999999999943
